race_id,race_name,race_date,course,distance,surface,grade,horse_no,frame_no,horse_reg,horse_name,sex,birth_year,jockey,weight,career_starts,career_win_rate,jockey_win_rate,condition_aptitude,finish_position
179,レース0179,2025-02-26,中山,1200,TURF,未勝利,9,5,H0002121,ウマ2121,セ,2020,加藤 楓,56.0,12,0.219,0.189,1.0,1
179,レース0179,2025-02-26,中山,1200,TURF,未勝利,10,5,H0002122,ウマ2122,セ,2021,中村 駿,55.0,7,0.16,0.173,0.518,6
180,レース0180,2025-08-27,東京,1600,DIRT,G1,1,1,H0002123,ウマ2123,牡,2021,中村 駿,58.0,8,0.112,0.144,0.712,12
180,レース0180,2025-08-27,東京,1600,DIRT,G1,2,1,H0002124,ウマ2124,セ,2021,渡辺 美咲,54.0,6,0.206,0.139,0.66,7
180,レース0180,2025-08-27,東京,1600,DIRT,G1,3,2,H0002125,ウマ2125,牡,2020,鈴木 花子,58.0,6,0.302,0.149,0.534,11
180,レース0180,2025-08-27,東京,1600,DIRT,G1,4,2,H0002126,ウマ2126,セ,2020,佐藤 健,57.0,13,0.2,0.072,0.6,14
180,レース0180,2025-08-27,東京,1600,DIRT,G1,5,3,H0002127,ウマ2127,牡,2021,山本 陽,55.0,14,0.228,0.057,0.382,15
180,レース0180,2025-08-27,東京,1600,DIRT,G1,6,3,H0002128,ウマ2128,牡,2022,佐藤 健,56.0,3,0.21,0.168,0.474,10
180,レース0180,2025-08-27,東京,1600,DIRT,G1,7,4,H0002129,ウマ2129,牡,2020,佐藤 健,58.0,30,0.284,0.084,0.71,8
180,レース0180,2025-08-27,東京,1600,DIRT,G1,8,4,H0002130,ウマ2130,牡,2021,高橋 大輔,54.0,30,0.356,0.05,0.713,6
180,レース0180,2025-08-27,東京,1600,DIRT,G1,9,5,H0002131,ウマ2131,セ,2022,渡辺 美咲,58.0,4,0.169,0.099,0.889,9
180,レース0180,2025-08-27,東京,1600,DIRT,G1,10,5,H0002132,ウマ2132,牝,2022,高橋 大輔,57.0,30,0.018,0.116,0.57,16
180,レース0180,2025-08-27,東京,1600,DIRT,G1,11,6,H0002133,ウマ2133,セ,2020,高橋 大輔,58.0,24,0.263,0.179,0.71,2
180,レース0180,2025-08-27,東京,1600,DIRT,G1,12,6,H0002134,ウマ2134,牝,2022,山本 陽,54.0,9,0.206,0.13,0.484,1
180,レース0180,2025-08-27,東京,1600,DIRT,G1,13,7,H0002135,ウマ2135,牝,2021,佐藤 健,58.0,4,0.332,0.114,0.825,3
180,レース0180,2025-08-27,東京,1600,DIRT,G1,14,7,H0002136,ウマ2136,牝,2020,鈴木 花子,58.0,20,0.191,0.168,0.418,13
180,レース0180,2025-08-27,東京,1600,DIRT,G1,15,8,H0002137,ウマ2137,セ,2020,加藤 楓,56.0,14,0.142,0.196,0.656,5
180,レース0180,2025-08-27,東京,1600,DIRT,G1,16,8,H0002138,ウマ2138,牝,2020,田中 一郎,56.0,14,0.215,0.083,0.797,4
181,レース0181,2025-08-19,東京,1200,TURF,1勝,1,1,H0002139,ウマ2139,セ,2021,小林 蓮,58.0,18,0.194,0.127,0.783,7
181,レース0181,2025-08-19,東京,1200,TURF,1勝,2,1,H0002140,ウマ2140,セ,2021,佐藤 健,55.0,25,0.194,0.123,0.861,1
181,レース0181,2025-08-19,東京,1200,TURF,1勝,3,2,H0002141,ウマ2141,牝,2020,田中 一郎,56.0,3,0.229,0.108,0.671,6
181,レース0181,2025-08-19,東京,1200,TURF,1勝,4,2,H0002142,ウマ2142,牡,2020,佐藤 健,55.0,23,0.344,0.087,0.675,4
181,レース0181,2025-08-19,東京,1200,TURF,1勝,5,3,H0002143,ウマ2143,牝,2020,伊藤 翼,56.0,6,0.172,0.136,0.027,13
181,レース0181,2025-08-19,東京,1200,TURF,1勝,6,3,H0002144,ウマ2144,牡,2022,山本 陽,58.0,25,0.191,0.093,0.585,11
181,レース0181,2025-08-19,東京,1200,TURF,1勝,7,4,H0002145,ウマ2145,セ,2020,山本 陽,54.0,4,0.192,0.095,0.579,9
181,レース0181,2025-08-19,東京,1200,TURF,1勝,8,4,H0002146,ウマ2146,牡,2022,加藤 楓,54.0,20,0.259,0.064,0.252,12
181,レース0181,2025-08-19,東京,1200,TURF,1勝,9,5,H0002147,ウマ2147,牝,2021,高橋 大輔,54.0,28,0.272,0.099,0.555,8
181,レース0181,2025-08-19,東京,1200,TURF,1勝,10,5,H0002148,ウマ2148,牝,2021,渡辺 美咲,56.0,27,0.232,0.205,0.861,2
181,レース0181,2025-08-19,東京,1200,TURF,1勝,11,6,H0002149,ウマ2149,牡,2020,佐藤 健,56.0,21,0.263,0.085,0.606,3
181,レース0181,2025-08-19,東京,1200,TURF,1勝,12,6,H0002150,ウマ2150,牡,2020,高橋 大輔,56.0,16,0.071,0.123,0.242,14
181,レース0181,2025-08-19,東京,1200,TURF,1勝,13,7,H0002151,ウマ2151,牝,2022,佐藤 健,55.0,5,0.091,0.039,0.66,10
181,レース0181,2025-08-19,東京,1200,TURF,1勝,14,7,H0002152,ウマ2152,牡,2020,小林 蓮,54.0,6,0.001,0.125,1.0,5
182,レース0182,2025-03-07,京都,1400,TURF,G1,1,1,H0002153,ウマ2153,セ,2020,加藤 楓,55.0,21,0.0,0.182,0.811,9
182,レース0182,2025-03-07,京都,1400,TURF,G1,2,1,H0002154,ウマ2154,牝,2020,鈴木 花子,56.0,19,0.273,0.198,0.395,5
182,レース0182,2025-03-07,京都,1400,TURF,G1,3,2,H0002155,ウマ2155,セ,2022,小林 蓮,58.0,25,0.077,0.154,0.437,8
182,レース0182,2025-03-07,京都,1400,TURF,G1,4,2,H0002156,ウマ2156,セ,2020,田中 一郎,54.0,27,0.279,0.16,0.531,3
182,レース0182,2025-03-07,京都,1400,TURF,G1,5,3,H0002157,ウマ2157,牡,2022,中村 駿,58.0,22,0.262,0.128,0.569,2
182,レース0182,2025-03-07,京都,1400,TURF,G1,6,3,H0002158,ウマ2158,牡,2022,伊藤 翼,58.0,13,0.291,0.186,0.474,4
182,レース0182,2025-03-07,京都,1400,TURF,G1,7,4,H0002159,ウマ2159,セ,2021,佐藤 健,58.0,3,0.255,0.12,0.626,7
182,レース0182,2025-03-07,京都,1400,TURF,G1,8,4,H0002160,ウマ2160,牡,2022,高橋 大輔,58.0,7,0.193,0.19,0.626,6
182,レース0182,2025-03-07,京都,1400,TURF,G1,9,5,H0002161,ウマ2161,セ,2020,佐藤 健,57.0,26,0.153,0.105,0.548,1
183,レース0183,2025-10-20,東京,1800,TURF,2勝,1,1,H0002162,ウマ2162,セ,2020,佐藤 健,55.0,4,0.253,0.111,0.279,11
183,レース0183,2025-10-20,東京,1800,TURF,2勝,2,1,H0002163,ウマ2163,牡,2020,小林 蓮,55.0,18,0.014,0.03,0.502,16
183,レース0183,2025-10-20,東京,1800,TURF,2勝,3,2,H0002164,ウマ2164,セ,2020,田中 一郎,54.0,27,0.32,0.057,0.872,4
183,レース0183,2025-10-20,東京,1800,TURF,2勝,4,2,H0002165,ウマ2165,牡,2020,田中 一郎,57.0,14,0.186,0.071,0.223,15
183,レース0183,2025-10-20,東京,1800,TURF,2勝,5,3,H0002166,ウマ2166,牝,2021,山本 陽,57.0,6,0.273,0.115,0.314,12
183,レース0183,2025-10-20,東京,1800,TURF,2勝,6,3,H0002167,ウマ2167,牡,2021,鈴木 花子,55.0,18,0.131,0.107,0.581,3
183,レース0183,2025-10-20,東京,1800,TURF,2勝,7,4,H0002168,ウマ2168,牡,2022,加藤 楓,54.0,9,0.044,0.1,0.894,7
183,レース0183,2025-10-20,東京,1800,TURF,2勝,8,4,H0002169,ウマ2169,牡,2022,中村 駿,58.0,15,0.296,0.19,0.52,5
183,レース0183,2025-10-20,東京,1800,TURF,2勝,9,5,H0002170,ウマ2170,牝,2021,田中 一郎,55.0,19,0.352,0.164,0.748,1
183,レース0183,2025-10-20,東京,1800,TURF,2勝,10,5,H0002171,ウマ2171,牝,2021,田中 一郎,57.0,15,0.266,0.148,0.905,2
183,レース0183,2025-10-20,東京,1800,TURF,2勝,11,6,H0002172,ウマ2172,セ,2021,渡辺 美咲,55.0,14,0.023,0.135,0.729,13
183,レース0183,2025-10-20,東京,1800,TURF,2勝,12,6,H0002173,ウマ2173,牝,2021,中村 駿,56.0,9,0.29,0.154,0.607,6
183,レース0183,2025-10-20,東京,1800,TURF,2勝,13,7,H0002174,ウマ2174,セ,2021,渡辺 美咲,55.0,3,0.025,0.103,0.325,14
183,レース0183,2025-10-20,東京,1800,TURF,2勝,14,7,H0002175,ウマ2175,牝,2020,鈴木 花子,55.0,12,0.14,0.194,0.608,10
183,レース0183,2025-10-20,東京,1800,TURF,2勝,15,8,H0002176,ウマ2176,セ,2021,加藤 楓,57.0,25,0.231,0.168,0.523,9
183,レース0183,2025-10-20,東京,1800,TURF,2勝,16,8,H0002177,ウマ2177,牡,2022,小林 蓮,58.0,22,0.122,0.198,0.724,8
184,レース0184,2025-12-10,中京,1400,DIRT,OP,1,1,H0002178,ウマ2178,牝,2021,高橋 大輔,58.0,9,0.244,0.196,0.394,5
184,レース0184,2025-12-10,中京,1400,DIRT,OP,2,1,H0002179,ウマ2179,牡,2021,田中 一郎,56.0,14,0.029,0.097,0.768,2
184,レース0184,2025-12-10,中京,1400,DIRT,OP,3,2,H0002180,ウマ2180,牡,2022,高橋 大輔,56.0,5,0.087,0.095,0.525,4
184,レース0184,2025-12-10,中京,1400,DIRT,OP,4,2,H0002181,ウマ2181,セ,2021,渡辺 美咲,57.0,30,0.33,0.175,0.678,3
184,レース0184,2025-12-10,中京,1400,DIRT,OP,5,3,H0002182,ウマ2182,牝,2021,小林 蓮,58.0,15,0.09,0.051,0.61,8
184,レース0184,2025-12-10,中京,1400,DIRT,OP,6,3,H0002183,ウマ2183,牝,2020,中村 駿,56.0,14,0.017,0.075,0.592,6
184,レース0184,2025-12-10,中京,1400,DIRT,OP,7,4,H0002184,ウマ2184,セ,2022,加藤 楓,56.0,15,0.112,0.03,0.332,9
184,レース0184,2025-12-10,中京,1400,DIRT,OP,8,4,H0002185,ウマ2185,牝,2021,田中 一郎,54.0,20,0.212,0.126,0.588,7
184,レース0184,2025-12-10,中京,1400,DIRT,OP,9,5,H0002186,ウマ2186,セ,2021,加藤 楓,56.0,5,0.251,0.128,0.529,1
185,レース0185,2025-06-26,中山,2000,DIRT,G3,1,1,H0002187,ウマ2187,牡,2020,小林 蓮,55.0,30,0.29,0.106,0.273,9
185,レース0185,2025-06-26,中山,2000,DIRT,G3,2,1,H0002188,ウマ2188,セ,2020,伊藤 翼,56.0,8,0.285,0.157,0.538,1
185,レース0185,2025-06-26,中山,2000,DIRT,G3,3,2,H0002189,ウマ2189,セ,2020,高橋 大輔,56.0,28,0.023,0.207,0.41,10
185,レース0185,2025-06-26,中山,2000,DIRT,G3,4,2,H0002190,ウマ2190,牝,2021,高橋 大輔,54.0,25,0.45,0.225,0.292,2
185,レース0185,2025-06-26,中山,2000,DIRT,G3,5,3,H0002191,ウマ2191,セ,2020,田中 一郎,57.0,20,0.216,0.079,0.325,12
185,レース0185,2025-06-26,中山,2000,DIRT,G3,6,3,H0002192,ウマ2192,牝,2020,佐藤 健,57.0,6,0.249,0.081,0.319,4
185,レース0185,2025-06-26,中山,2000,DIRT,G3,7,4,H0002193,ウマ2193,牡,2020,渡辺 美咲,58.0,29,0.308,0.169,0.172,8
185,レース0185,2025-06-26,中山,2000,DIRT,G3,8,4,H0002194,ウマ2194,セ,2021,伊藤 翼,55.0,11,0.246,0.17,0.522,3
185,レース0185,2025-06-26,中山,2000,DIRT,G3,9,5,H0002195,ウマ2195,牡,2022,田中 一郎,57.0,25,0.253,0.07,0.525,7
185,レース0185,2025-06-26,中山,2000,DIRT,G3,10,5,H0002196,ウマ2196,牝,2021,小林 蓮,55.0,7,0.154,0.042,0.492,11
185,レース0185,2025-06-26,中山,2000,DIRT,G3,11,6,H0002197,ウマ2197,牝,2020,田中 一郎,57.0,27,0.1,0.106,0.498,13
185,レース0185,2025-06-26,中山,2000,DIRT,G3,12,6,H0002198,ウマ2198,セ,2020,田中 一郎,55.0,14,0.232,0.098,0.427,5
185,レース0185,2025-06-26,中山,2000,DIRT,G3,13,7,H0002199,ウマ2199,セ,2020,佐藤 健,55.0,5,0.13,0.184,0.599,6
186,レース0186,2025-02-14,中山,1800,DIRT,OP,1,1,H0002200,ウマ2200,牡,2020,中村 駿,58.0,19,0.178,0.172,0.575,6
186,レース0186,2025-02-14,中山,1800,DIRT,OP,2,1,H0002201,ウマ2201,牡,2021,山本 陽,54.0,14,0.228,0.058,0.442,11
186,レース0186,2025-02-14,中山,1800,DIRT,OP,3,2,H0002202,ウマ2202,セ,2020,山本 陽,57.0,23,0.182,0.113,0.634,9
186,レース0186,2025-02-14,中山,1800,DIRT,OP,4,2,H0002203,ウマ2203,牝,2022,渡辺 美咲,56.0,29,0.236,0.204,0.745,3
186,レース0186,2025-02-14,中山,1800,DIRT,OP,5,3,H0002204,ウマ2204,牡,2020,佐藤 健,55.0,23,0.056,0.187,0.386,8
186,レース0186,2025-02-14,中山,1800,DIRT,OP,6,3,H0002205,ウマ2205,牡,2020,伊藤 翼,58.0,14,0.122,0.044,0.586,10
186,レース0186,2025-02-14,中山,1800,DIRT,OP,7,4,H0002206,ウマ2206,牡,2020,高橋 大輔,55.0,16,0.303,0.176,0.33,4
186,レース0186,2025-02-14,中山,1800,DIRT,OP,8,4,H0002207,ウマ2207,セ,2021,田中 一郎,54.0,19,0.084,0.156,0.75,2
186,レース0186,2025-02-14,中山,1800,DIRT,OP,9,5,H0002208,ウマ2208,牡,2020,中村 駿,54.0,4,0.162,0.156,0.777,1
186,レース0186,2025-02-14,中山,1800,DIRT,OP,10,5,H0002209,ウマ2209,セ,2022,加藤 楓,58.0,23,0.265,0.164,0.596,7
186,レース0186,2025-02-14,中山,1800,DIRT,OP,11,6,H0002210,ウマ2210,セ,2021,伊藤 翼,57.0,20,0.214,0.206,0.483,5
186,レース0186,2025-02-14,中山,1800,DIRT,OP,12,6,H0002211,ウマ2211,牡,2020,佐藤 健,56.0,7,0.279,0.063,0.392,12
187,レース0187,2025-10-10,中京,2400,TURF,G2,1,1,H0002212,ウマ2212,セ,2022,佐藤 健,58.0,25,0.191,0.129,0.654,1
187,レース0187,2025-10-10,中京,2400,TURF,G2,2,1,H0002213,ウマ2213,牝,2020,山本 陽,56.0,13,0.291,0.03,0.472,7
187,レース0187,2025-10-10,中京,2400,TURF,G2,3,2,H0002214,ウマ2214,セ,2022,小林 蓮,57.0,30,0.138,0.148,0.805,5
187,レース0187,2025-10-10,中京,2400,TURF,G2,4,2,H0002215,ウマ2215,牝,2021,鈴木 花子,56.0,29,0.19,0.112,0.417,9
187,レース0187,2025-10-10,中京,2400,TURF,G2,5,3,H0002216,ウマ2216,セ,2021,鈴木 花子,56.0,23,0.091,0.135,0.757,8
187,レース0187,2025-10-10,中京,2400,TURF,G2,6,3,H0002217,ウマ2217,セ,2020,加藤 楓,57.0,28,0.133,0.119,0.603,10
187,レース0187,2025-10-10,中京,2400,TURF,G2,7,4,H0002218,ウマ2218,牝,2022,渡辺 美咲,58.0,15,0.158,0.118,0.727,2
187,レース0187,2025-10-10,中京,2400,TURF,G2,8,4,H0002219,ウマ2219,牡,2020,鈴木 花子,56.0,14,0.314,0.161,0.564,3
187,レース0187,2025-10-10,中京,2400,TURF,G2,9,5,H0002220,ウマ2220,セ,2022,渡辺 美咲,56.0,13,0.154,0.248,0.806,4
187,レース0187,2025-10-10,中京,2400,TURF,G2,10,5,H0002221,ウマ2221,牡,2022,渡辺 美咲,57.0,17,0.165,0.134,0.622,6
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,1,1,H0002222,ウマ2222,牡,2022,田中 一郎,56.0,5,0.164,0.157,0.55,13
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,2,1,H0002223,ウマ2223,牡,2020,山本 陽,54.0,10,0.086,0.079,0.789,8
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,3,2,H0002224,ウマ2224,セ,2022,小林 蓮,58.0,15,0.263,0.131,0.359,12
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,4,2,H0002225,ウマ2225,牝,2020,鈴木 花子,57.0,28,0.398,0.158,0.48,4
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,5,3,H0002226,ウマ2226,牝,2022,田中 一郎,55.0,17,0.186,0.061,0.365,15
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,6,3,H0002227,ウマ2227,牝,2021,高橋 大輔,57.0,29,0.314,0.11,0.767,1
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,7,4,H0002228,ウマ2228,セ,2022,伊藤 翼,58.0,9,0.155,0.108,0.457,6
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,8,4,H0002229,ウマ2229,セ,2022,山本 陽,55.0,23,0.21,0.145,0.57,10
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,9,5,H0002230,ウマ2230,牡,2022,鈴木 花子,55.0,14,0.1,0.111,0.663,14
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,10,5,H0002231,ウマ2231,牝,2021,小林 蓮,56.0,3,0.265,0.058,0.375,9
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,11,6,H0002232,ウマ2232,牝,2021,伊藤 翼,57.0,12,0.188,0.129,0.541,3
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,12,6,H0002233,ウマ2233,牝,2020,中村 駿,57.0,29,0.033,0.106,0.399,16
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,13,7,H0002234,ウマ2234,牡,2021,渡辺 美咲,57.0,4,0.182,0.162,0.911,2
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,14,7,H0002235,ウマ2235,セ,2021,伊藤 翼,55.0,21,0.247,0.135,0.5,11
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,15,8,H0002236,ウマ2236,牡,2022,山本 陽,57.0,23,0.238,0.101,0.601,5
188,レース0188,2025-08-26,阪神,1400,DIRT,G1,16,8,H0002237,ウマ2237,セ,2021,田中 一郎,54.0,8,0.107,0.18,0.434,7
189,レース0189,2025-08-14,京都,1400,TURF,G3,1,1,H0002238,ウマ2238,牝,2022,伊藤 翼,55.0,19,0.234,0.106,0.381,1
189,レース0189,2025-08-14,京都,1400,TURF,G3,2,1,H0002239,ウマ2239,牝,2021,中村 駿,57.0,10,0.096,0.086,0.403,12
189,レース0189,2025-08-14,京都,1400,TURF,G3,3,2,H0002240,ウマ2240,牝,2022,高橋 大輔,56.0,12,0.145,0.117,0.704,2
189,レース0189,2025-08-14,京都,1400,TURF,G3,4,2,H0002241,ウマ2241,セ,2022,高橋 大輔,54.0,27,0.14,0.045,0.59,8
189,レース0189,2025-08-14,京都,1400,TURF,G3,5,3,H0002242,ウマ2242,牝,2021,高橋 大輔,56.0,21,0.106,0.056,0.337,13
189,レース0189,2025-08-14,京都,1400,TURF,G3,6,3,H0002243,ウマ2243,牡,2020,山本 陽,58.0,13,0.315,0.06,0.531,5
189,レース0189,2025-08-14,京都,1400,TURF,G3,7,4,H0002244,ウマ2244,牡,2022,加藤 楓,57.0,23,0.29,0.104,0.55,3
189,レース0189,2025-08-14,京都,1400,TURF,G3,8,4,H0002245,ウマ2245,牡,2022,小林 蓮,55.0,7,0.194,0.07,0.64,6
189,レース0189,2025-08-14,京都,1400,TURF,G3,9,5,H0002246,ウマ2246,牝,2021,伊藤 翼,57.0,30,0.125,0.159,0.592,4
189,レース0189,2025-08-14,京都,1400,TURF,G3,10,5,H0002247,ウマ2247,セ,2020,佐藤 健,56.0,4,0.122,0.126,0.335,11
189,レース0189,2025-08-14,京都,1400,TURF,G3,11,6,H0002248,ウマ2248,牝,2021,鈴木 花子,56.0,7,0.065,0.131,0.603,7
189,レース0189,2025-08-14,京都,1400,TURF,G3,12,6,H0002249,ウマ2249,牡,2020,小林 蓮,56.0,13,0.169,0.095,0.59,10
189,レース0189,2025-08-14,京都,1400,TURF,G3,13,7,H0002250,ウマ2250,牝,2020,渡辺 美咲,58.0,21,0.187,0.193,0.271,9
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,1,1,H0002251,ウマ2251,セ,2021,中村 駿,56.0,15,0.013,0.054,0.538,12
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,2,1,H0002252,ウマ2252,牡,2020,伊藤 翼,58.0,8,0.265,0.133,0.619,3
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,3,2,H0002253,ウマ2253,牡,2021,小林 蓮,54.0,12,0.214,0.178,0.82,1
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,4,2,H0002254,ウマ2254,牡,2022,小林 蓮,54.0,25,0.119,0.151,0.718,8
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,5,3,H0002255,ウマ2255,セ,2020,田中 一郎,57.0,20,0.086,0.102,0.437,11
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,6,3,H0002256,ウマ2256,牡,2022,伊藤 翼,56.0,15,0.028,0.169,0.03,13
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,7,4,H0002257,ウマ2257,牝,2021,伊藤 翼,54.0,5,0.185,0.03,0.736,5
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,8,4,H0002258,ウマ2258,牝,2020,佐藤 健,54.0,10,0.313,0.098,0.575,4
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,9,5,H0002259,ウマ2259,セ,2021,中村 駿,55.0,15,0.025,0.11,0.513,9
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,10,5,H0002260,ウマ2260,牡,2020,高橋 大輔,56.0,7,0.201,0.101,0.717,2
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,11,6,H0002261,ウマ2261,牝,2022,鈴木 花子,54.0,9,0.128,0.126,0.557,10
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,12,6,H0002262,ウマ2262,牝,2021,小林 蓮,54.0,17,0.168,0.132,0.574,7
190,レース0190,2025-02-19,阪神,2000,TURF,1勝,13,7,H0002263,ウマ2263,牡,2021,中村 駿,57.0,7,0.306,0.162,0.459,6
191,レース0191,2025-12-02,中京,1600,DIRT,OP,1,1,H0002264,ウマ2264,牡,2020,山本 陽,55.0,20,0.097,0.163,0.779,9
191,レース0191,2025-12-02,中京,1600,DIRT,OP,2,1,H0002265,ウマ2265,牡,2020,佐藤 健,56.0,20,0.2,0.039,0.571,6
191,レース0191,2025-12-02,中京,1600,DIRT,OP,3,2,H0002266,ウマ2266,牡,2020,小林 蓮,58.0,25,0.199,0.125,0.615,3
191,レース0191,2025-12-02,中京,1600,DIRT,OP,4,2,H0002267,ウマ2267,セ,2021,伊藤 翼,56.0,24,0.208,0.156,0.594,10
191,レース0191,2025-12-02,中京,1600,DIRT,OP,5,3,H0002268,ウマ2268,牝,2022,小林 蓮,54.0,13,0.108,0.171,0.416,8
191,レース0191,2025-12-02,中京,1600,DIRT,OP,6,3,H0002269,ウマ2269,牡,2021,渡辺 美咲,55.0,23,0.222,0.084,0.305,5
191,レース0191,2025-12-02,中京,1600,DIRT,OP,7,4,H0002270,ウマ2270,セ,2021,佐藤 健,57.0,13,0.062,0.07,0.492,15
191,レース0191,2025-12-02,中京,1600,DIRT,OP,8,4,H0002271,ウマ2271,セ,2022,渡辺 美咲,54.0,15,0.0,0.126,0.617,11
191,レース0191,2025-12-02,中京,1600,DIRT,OP,9,5,H0002272,ウマ2272,セ,2022,佐藤 健,56.0,10,0.251,0.081,0.687,1
191,レース0191,2025-12-02,中京,1600,DIRT,OP,10,5,H0002273,ウマ2273,牡,2020,鈴木 花子,54.0,5,0.054,0.136,0.256,14
191,レース0191,2025-12-02,中京,1600,DIRT,OP,11,6,H0002274,ウマ2274,牡,2020,渡辺 美咲,57.0,25,0.226,0.155,0.538,2
191,レース0191,2025-12-02,中京,1600,DIRT,OP,12,6,H0002275,ウマ2275,牡,2021,伊藤 翼,54.0,25,0.026,0.1,0.547,13
191,レース0191,2025-12-02,中京,1600,DIRT,OP,13,7,H0002276,ウマ2276,牝,2020,山本 陽,55.0,22,0.151,0.199,0.607,4
191,レース0191,2025-12-02,中京,1600,DIRT,OP,14,7,H0002277,ウマ2277,牡,2020,佐藤 健,54.0,18,0.077,0.078,0.619,12
191,レース0191,2025-12-02,中京,1600,DIRT,OP,15,8,H0002278,ウマ2278,牝,2020,佐藤 健,55.0,3,0.251,0.208,0.449,7
192,レース0192,2025-07-06,京都,1400,TURF,G2,1,1,H0002279,ウマ2279,牡,2020,田中 一郎,57.0,25,0.123,0.161,0.64,2
192,レース0192,2025-07-06,京都,1400,TURF,G2,2,1,H0002280,ウマ2280,牝,2020,伊藤 翼,56.0,19,0.068,0.098,0.521,9
192,レース0192,2025-07-06,京都,1400,TURF,G2,3,2,H0002281,ウマ2281,牡,2020,田中 一郎,54.0,30,0.237,0.08,0.22,10
192,レース0192,2025-07-06,京都,1400,TURF,G2,4,2,H0002282,ウマ2282,牡,2022,渡辺 美咲,58.0,9,0.061,0.077,0.744,5
192,レース0192,2025-07-06,京都,1400,TURF,G2,5,3,H0002283,ウマ2283,セ,2022,高橋 大輔,55.0,8,0.203,0.077,0.537,6
192,レース0192,2025-07-06,京都,1400,TURF,G2,6,3,H0002284,ウマ2284,牝,2020,小林 蓮,56.0,18,0.32,0.194,0.472,1
192,レース0192,2025-07-06,京都,1400,TURF,G2,7,4,H0002285,ウマ2285,牡,2021,渡辺 美咲,55.0,20,0.022,0.144,0.641,12
192,レース0192,2025-07-06,京都,1400,TURF,G2,8,4,H0002286,ウマ2286,牝,2022,佐藤 健,55.0,7,0.252,0.209,0.715,3
192,レース0192,2025-07-06,京都,1400,TURF,G2,9,5,H0002287,ウマ2287,牡,2022,渡辺 美咲,57.0,13,0.142,0.116,0.391,11
192,レース0192,2025-07-06,京都,1400,TURF,G2,10,5,H0002288,ウマ2288,牡,2021,佐藤 健,57.0,23,0.342,0.134,0.271,7
192,レース0192,2025-07-06,京都,1400,TURF,G2,11,6,H0002289,ウマ2289,牝,2020,渡辺 美咲,55.0,24,0.039,0.181,0.505,13
192,レース0192,2025-07-06,京都,1400,TURF,G2,12,6,H0002290,ウマ2290,牡,2020,鈴木 花子,58.0,10,0.049,0.127,0.766,8
192,レース0192,2025-07-06,京都,1400,TURF,G2,13,7,H0002291,ウマ2291,牡,2022,佐藤 健,58.0,5,0.094,0.06,0.689,4
193,レース0193,2025-02-12,中山,1200,TURF,G3,1,1,H0002292,ウマ2292,セ,2020,中村 駿,54.0,20,0.198,0.13,0.335,6
193,レース0193,2025-02-12,中山,1200,TURF,G3,2,1,H0002293,ウマ2293,牡,2022,渡辺 美咲,54.0,11,0.088,0.159,0.24,9
193,レース0193,2025-02-12,中山,1200,TURF,G3,3,2,H0002294,ウマ2294,牡,2022,田中 一郎,56.0,4,0.291,0.114,0.528,1
193,レース0193,2025-02-12,中山,1200,TURF,G3,4,2,H0002295,ウマ2295,セ,2021,高橋 大輔,57.0,29,0.196,0.1,0.91,3
193,レース0193,2025-02-12,中山,1200,TURF,G3,5,3,H0002296,ウマ2296,牝,2021,伊藤 翼,57.0,27,0.093,0.113,0.698,5
193,レース0193,2025-02-12,中山,1200,TURF,G3,6,3,H0002297,ウマ2297,牡,2022,中村 駿,55.0,28,0.176,0.063,0.53,7
193,レース0193,2025-02-12,中山,1200,TURF,G3,7,4,H0002298,ウマ2298,セ,2020,田中 一郎,55.0,12,0.118,0.142,0.606,8
193,レース0193,2025-02-12,中山,1200,TURF,G3,8,4,H0002299,ウマ2299,セ,2022,鈴木 花子,56.0,5,0.216,0.163,0.65,4
193,レース0193,2025-02-12,中山,1200,TURF,G3,9,5,H0002300,ウマ2300,牝,2022,山本 陽,55.0,22,0.416,0.062,0.595,2
